timestamp,codec,model,p_mask,K,seeds,BPC_entropy_mean,BPC_entropy_sd,BPC_ac_mean,BPC_ac_sd,CharFid_mean,CharFid_sd,ChrF_mean,ChrF_sd,BERTScore_mean,BERTScore_sd
2025-10-21T15:47:20.999414Z,epc,distilbert-base-cased,0.2,4,5,2.749278289008198,0.0,2.752150960859156,0.0,0.9822761570827392,1.2412670766236366e-16,0.9998797410531678,0.0,0.986285388469696,0.0
2025-10-21T15:47:20.999527Z,epc,distilbert-base-cased,0.2,16,5,2.7491042169436293,0.0,2.751500974054671,0.0,0.9822741283374473,1.2412670766236366e-16,0.9998789653589008,1.2412670766236366e-16,0.9862819910049438,0.0
2025-10-21T15:47:20.999612Z,epc,distilbert-base-cased,0.2,64,5,2.7494229759612554,0.0,2.751209654667601,0.0,0.9822186173119309,0.0,0.9998795520250919,1.2412670766236366e-16,0.9862646460533142,0.0
2025-10-21T15:47:20.999695Z,epc,distilbert-base-cased,0.2,128,5,2.749666519790731,0.0,2.7511509209202076,0.0,0.9821609671332154,0.0,0.9998776128466893,0.0,0.9862159490585327,0.0
2025-10-21T15:47:20.999780Z,epc,distilbert-base-cased,0.4,4,5,2.2097408915817933,0.0,2.217014944694157,0.0,0.9822772989652069,1.2412670766236366e-16,0.9997919121915192,0.0,0.986292839050293,0.0
2025-10-21T15:47:20.999864Z,epc,distilbert-base-cased,0.4,16,5,2.2127086180876763,0.0,2.2139435612638083,0.0,0.9820877259578029,1.2412670766236366e-16,0.9997567661391826,0.0,0.9861758351325989,0.0
2025-10-21T15:47:20.999948Z,epc,distilbert-base-cased,0.4,64,5,2.218298867745403,0.0,2.212883221344203,0.0,0.9822026179078394,1.2412670766236366e-16,0.9997698538381077,1.2412670766236366e-16,0.9862710237503052,0.0
2025-10-21T15:47:21.000031Z,epc,distilbert-base-cased,0.4,128,5,2.2213781885101724,0.0,2.212461121479604,0.0,0.9820936527348827,1.2412670766236366e-16,0.999762249893702,0.0,0.9861978888511658,0.0
2025-10-21T15:47:21.000115Z,epc,distilbert-base-cased,0.6,4,5,1.7067987342935307,0.0,1.7188080362005393,0.0,0.9819058658659161,0.0,0.9991153675857284,1.2412670766236366e-16,0.9861816763877869,0.0
2025-10-21T15:47:21.000197Z,epc,distilbert-base-cased,0.6,16,5,1.726246400871764,0.0,1.695849405902853,2.482534153247273e-16,0.9815633845016055,0.0,0.9988322892140913,0.0,0.9860377907752991,0.0
2025-10-21T15:47:21.000279Z,epc,distilbert-base-cased,0.6,64,5,1.7672429050932341,2.482534153247273e-16,1.6915704566261003,0.0,0.9815558177228875,0.0,0.9990500838019221,1.2412670766236366e-16,0.9860703945159912,0.0
2025-10-21T15:47:21.000361Z,epc,distilbert-base-cased,0.6,128,5,1.789271502479767,2.482534153247273e-16,1.6906150543351708,0.0,0.981511471431568,1.2412670766236366e-16,0.9990445870772602,0.0,0.9860708713531494,0.0
2025-10-21T15:47:21.000443Z,epc,distilbert-base-cased,0.8,4,5,1.364892953029833,0.0,1.4239256532844444,0.0,0.9815668395970301,0.0,0.998143839466248,0.0,0.9860984086990356,0.0
2025-10-21T15:47:21.000535Z,epc,distilbert-base-cased,0.8,16,5,1.308851290705638,0.0,1.2652724885926674,0.0,0.9798671423893615,0.0,0.9951636556265807,0.0,0.9856399297714233,0.0
2025-10-21T15:47:21.000616Z,epc,distilbert-base-cased,0.8,64,5,1.3923424964028912,0.0,1.2307902970564357,0.0,0.979409419977743,0.0,0.9953768459147552,1.2412670766236366e-16,0.9854421019554138,0.0
2025-10-21T15:47:21.000698Z,epc,distilbert-base-cased,0.8,128,5,1.4487277672991714,0.0,1.225505826024312,0.0,0.9787083127857719,1.2412670766236366e-16,0.9950470885337348,1.2412670766236366e-16,0.9852282404899597,0.0
