timestamp,codec,model,p_mask,K,anchors_every,seeds,BPC_mean,BPC_sd,CharFid_mean,CharFid_sd
2025-10-21T05:19:18.601394Z,vqre,bert-base-cased,0.2,4,0,5,0.2703320018354206,0.05561462996082849,0.7385342415607774,0.014530503844901024
2025-10-21T05:19:18.601529Z,vqre,bert-base-cased,0.2,4,16,5,0.53380527046012,0.025653324950671852,0.7465876174726551,0.02443881603340656
2025-10-21T05:19:18.601642Z,vqre,bert-base-cased,0.2,4,32,5,0.40639424299904353,0.029122869682718933,0.7384425815461546,0.012176140723918198
2025-10-21T05:19:18.601766Z,vqre,bert-base-cased,0.2,4,64,5,0.34435043296250967,0.027889247345809918,0.743066201595474,0.016836567381903
2025-10-21T05:19:18.601898Z,vqre,bert-base-cased,0.2,16,0,5,0.12035940787794491,0.0052700670053704764,0.7402969091676619,0.013124316589185574
2025-10-21T05:19:18.602026Z,vqre,bert-base-cased,0.2,16,16,5,0.4015143727386821,0.006543869705361523,0.7482031894761801,0.019322409376571717
2025-10-21T05:19:18.602122Z,vqre,bert-base-cased,0.2,16,32,5,0.27249390544600427,0.0063248027422742655,0.7510343451449947,0.022274397089612985
2025-10-21T05:19:18.602252Z,vqre,bert-base-cased,0.2,16,64,5,0.20935219102198319,0.0055575142752679356,0.7541586030970145,0.018841887217858358
2025-10-21T05:19:18.602361Z,vqre,bert-base-cased,0.2,64,0,5,0.11728302485534892,0.0041392429508379115,0.7532291367714525,0.020287073362953423
2025-10-21T05:19:18.602497Z,vqre,bert-base-cased,0.2,64,16,5,0.3975738854488446,0.004189223969284648,0.7567232967502888,0.022291082264244096
2025-10-21T05:19:18.602618Z,vqre,bert-base-cased,0.2,64,32,5,0.26905731253752496,0.004264804728990833,0.7492390176462775,0.013667295655158637
2025-10-21T05:19:18.602726Z,vqre,bert-base-cased,0.2,64,64,5,0.20547240511799716,0.004132674959341183,0.7456835693146082,0.012875631660363616
2025-10-21T05:19:18.602840Z,vqre,bert-base-cased,0.2,128,0,5,0.11623106286709657,0.003966245387182373,0.7481192064067397,0.013498199678040862
2025-10-21T05:19:18.602959Z,vqre,bert-base-cased,0.2,128,16,5,0.39609775094575383,0.0019944508369028726,0.7521152660228696,0.01246180949785912
2025-10-21T05:19:18.603065Z,vqre,bert-base-cased,0.2,128,32,5,0.26873376926509174,0.004180173953810464,0.7533634747645431,0.018693517450186804
2025-10-21T05:19:18.603171Z,vqre,bert-base-cased,0.2,128,64,5,0.20585171623012358,0.0037453354286404337,0.7512792719500379,0.02129411141455949
2025-10-21T05:19:18.603274Z,vqre,bert-base-cased,0.4,4,0,5,0.9125610775368229,0.012447826221665662,0.7471205521107476,0.011847983515351343
2025-10-21T05:19:18.603404Z,vqre,bert-base-cased,0.4,4,16,5,1.1536687643836991,0.012595372573590303,0.7489505040360526,0.01819807022843758
2025-10-21T05:19:18.603539Z,vqre,bert-base-cased,0.4,4,32,5,1.0393888203410835,0.008919952533479967,0.7461530782790301,0.01932410696884952
2025-10-21T05:19:18.603632Z,vqre,bert-base-cased,0.4,4,64,5,0.9843343376664362,0.002647641783626144,0.749462488439496,0.02071260338413191
2025-10-21T05:19:18.603746Z,vqre,bert-base-cased,0.4,16,0,5,0.5708400082641137,0.015651910849478708,0.7496424437130995,0.01853825237222663
2025-10-21T05:19:18.603848Z,vqre,bert-base-cased,0.4,16,16,5,0.8209609531318852,0.014331265445490488,0.7428583414949184,0.010467635413733306
2025-10-21T05:19:18.603975Z,vqre,bert-base-cased,0.4,16,32,5,0.7079159518410144,0.013154307572269762,0.7361817539919489,0.01195890335076071
2025-10-21T05:19:18.604102Z,vqre,bert-base-cased,0.4,16,64,5,0.6522378239743774,0.011082224366090935,0.7458601143873761,0.02552587458539085
2025-10-21T05:19:18.604234Z,vqre,bert-base-cased,0.4,64,0,5,0.3798667270261801,0.00207617272814062,0.7400316955872539,0.01919399034831957
2025-10-21T05:19:18.604332Z,vqre,bert-base-cased,0.4,64,16,5,0.6440774983476346,0.004877623676959194,0.7435936575850602,0.02522703571638802
2025-10-21T05:19:18.604455Z,vqre,bert-base-cased,0.4,64,32,5,0.5253017744109787,0.0023445929481554287,0.7349281039163221,0.011935044699788799
2025-10-21T05:19:18.604546Z,vqre,bert-base-cased,0.4,64,64,5,0.4668140615255391,0.0023833592223618657,0.7428903837105053,0.01973462031943429
2025-10-21T05:19:18.604639Z,vqre,bert-base-cased,0.4,128,0,5,0.3724631389382111,0.0029818804495590386,0.7393137930675663,0.0221525280329267
2025-10-21T05:19:18.604750Z,vqre,bert-base-cased,0.4,128,16,5,0.6365009421508214,0.004382521587082426,0.7340068786351961,0.009393248905631677
2025-10-21T05:19:18.604871Z,vqre,bert-base-cased,0.4,128,32,5,0.5153372900100515,0.0049931633219412845,0.7326417089354533,0.009989844665115061
2025-10-21T05:19:18.604975Z,vqre,bert-base-cased,0.4,128,64,5,0.45567112984411573,0.004405865702282992,0.7318565099186481,0.010425984775381609
2025-10-21T05:19:18.605066Z,vqre,bert-base-cased,0.6,4,0,5,1.5540650248076049,0.008850385892810913,0.7402013282138626,0.012221873846514754
2025-10-21T05:19:18.605179Z,vqre,bert-base-cased,0.6,4,16,5,1.7545957328308597,0.008446343487937281,0.7359408025917771,0.013616804453692942
2025-10-21T05:19:18.605291Z,vqre,bert-base-cased,0.6,4,32,5,1.6626050380981174,0.010149896617130059,0.7381746455377537,0.014615950318582257
2025-10-21T05:19:18.605412Z,vqre,bert-base-cased,0.6,4,64,5,1.6214600303925075,0.0076052759820613115,0.7351697477942912,0.012452829061908133
2025-10-21T05:19:18.605523Z,vqre,bert-base-cased,0.6,16,0,5,1.2653297342522798,0.010287618315935823,0.7369768293519449,0.011230895018761376
2025-10-21T05:19:18.605641Z,vqre,bert-base-cased,0.6,16,16,5,1.4716404403407555,0.01127062844674158,0.73613336674199,0.014457657060325901
2025-10-21T05:19:18.605748Z,vqre,bert-base-cased,0.6,16,32,5,1.3774871992690594,0.01331069961479052,0.7379764143736655,0.015663428215440606
2025-10-21T05:19:18.605869Z,vqre,bert-base-cased,0.6,16,64,5,1.329563915626733,0.012966721847870006,0.7342364340214835,0.013119663518539494
2025-10-21T05:19:18.605981Z,vqre,bert-base-cased,0.6,64,0,5,0.99339844784457,0.00341617930366729,0.7335661998691562,0.015051818664394959
2025-10-21T05:19:18.606072Z,vqre,bert-base-cased,0.6,64,16,5,1.2216369459538727,0.003918067646941629,0.7332284813422879,0.015085068228546411
2025-10-21T05:19:18.606173Z,vqre,bert-base-cased,0.6,64,32,5,1.1197945205034616,0.0052317852181590855,0.7350440047467598,0.015100296381950557
2025-10-21T05:19:18.606273Z,vqre,bert-base-cased,0.6,64,64,5,1.068622968139819,0.003015884913787475,0.7348932114597222,0.01546145881859257
2025-10-21T05:19:18.606383Z,vqre,bert-base-cased,0.6,128,0,5,0.8703973960203263,0.008324561156608346,0.7320839663185241,0.01622150819917188
2025-10-21T05:19:18.606489Z,vqre,bert-base-cased,0.6,128,16,5,1.1056125696490011,0.00839427953428692,0.7317769959832064,0.01631078108716307
2025-10-21T05:19:18.606613Z,vqre,bert-base-cased,0.6,128,32,5,1.0002954496987655,0.008565651307650624,0.7315735944233054,0.016964385013286908
2025-10-21T05:19:18.606745Z,vqre,bert-base-cased,0.6,128,64,5,0.9471472501864494,0.006515771663290446,0.733216591071138,0.013859836829615637
2025-10-21T05:19:18.606847Z,vqre,bert-base-cased,0.8,4,0,5,2.204704382704767,0.003879642337739455,0.7364082422676216,0.01497526480861575
2025-10-21T05:19:18.606949Z,vqre,bert-base-cased,0.8,4,16,5,2.3614687087897086,0.0032195604537745347,0.7375496822257409,0.0161164736354571
2025-10-21T05:19:18.607060Z,vqre,bert-base-cased,0.8,4,32,5,2.294103706157442,0.0038041107163515123,0.741235352102134,0.013435747282457394
2025-10-21T05:19:18.607163Z,vqre,bert-base-cased,0.8,4,64,5,2.2652439635986883,0.0052925213303155775,0.7356526438430784,0.016584963773400286
2025-10-21T05:19:18.607274Z,vqre,bert-base-cased,0.8,16,0,5,1.9445404513136246,0.011543276797679882,0.7348794982769735,0.017291206064433386
2025-10-21T05:19:18.607376Z,vqre,bert-base-cased,0.8,16,16,5,2.106314334116973,0.00845334826543967,0.7323565814511451,0.01341591165187808
2025-10-21T05:19:18.607481Z,vqre,bert-base-cased,0.8,16,32,5,2.040131845294612,0.007633354576671003,0.7326082599624978,0.013432427053006032
2025-10-21T05:19:18.607582Z,vqre,bert-base-cased,0.8,16,64,5,2.0081178126516486,0.0067124820637941215,0.7368953493857232,0.013320184963340441
2025-10-21T05:19:18.607695Z,vqre,bert-base-cased,0.8,64,0,5,1.706571565178646,0.005121374766787266,0.7420591492166674,0.021746853381502236
2025-10-21T05:19:18.607797Z,vqre,bert-base-cased,0.8,64,16,5,1.8829532760241647,0.003042195710444972,0.740555291264402,0.011522248881471138
2025-10-21T05:19:18.607876Z,vqre,bert-base-cased,0.8,64,32,5,1.8117873578789156,0.0031683444462321337,0.7412589546292927,0.01182770140901229
2025-10-21T05:19:18.607964Z,vqre,bert-base-cased,0.8,64,64,5,1.7763350933914053,0.0024316587308996396,0.7302863246512851,0.01158243402263614
2025-10-21T05:19:18.608075Z,vqre,bert-base-cased,0.8,128,0,5,1.598571045425577,0.006069806595994637,0.726695290344943,0.014477548230982986
2025-10-21T05:19:18.608179Z,vqre,bert-base-cased,0.8,128,16,5,1.778763216634054,0.004432549107124938,0.7347876491748443,0.01743369822998661
2025-10-21T05:19:18.608272Z,vqre,bert-base-cased,0.8,128,32,5,1.7046049600154762,0.005472565386749393,0.7335917453708103,0.015664329474646403
2025-10-21T05:19:18.608372Z,vqre,bert-base-cased,0.8,128,64,5,1.6669265167643144,0.006313451587631064,0.7244344822737819,0.013984441581192405
